"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Emily Hatley","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","December 11, 2019","United States ","I’m disappointed in the quality of this product. I purchase this product at my local grocer and it works great! But these seem to not work at all.","","Not so much","","https://www.amazon.com/gp/profile/amzn1.account.AEWJKFZNIAVQJF6JBEG6KXHO42OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=151&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R238C1UOD2021N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Stacy Lynn","","","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 10, 2018","United States ","These are the best tasteing and working onez i have found. All natural. My son has autism and has to have yhem to go to bed they work. Give them at 73p just one hes put at 9","","There great","","https://www.amazon.com/gp/profile/amzn1.account.AG5MYFXF655GYKJPUTWJ7LBW2GKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=238&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3QTRIAJ1VSLF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Anthony","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","May 21, 2021","United States ","Best on the market, could be cheaper but I’m frugal 🤷🏼‍♂️","","Best brand","","https://www.amazon.com/gp/profile/amzn1.account.AF5RA2TISZBGWHO666CFXAMPXXQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=95&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/RK8OZXYRA593G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Jo Reader","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","December 13, 2020","United States ","Flavor palatable but kinda flat; definitely not the worst I’ve had. Texture is great! I think 10mg is too strong for me. I thought I was buying 5mg. My error. Too much melatonin keeps me awake for some reason.","","Good price for the quality and quantity of 10mg.","","https://www.amazon.com/gp/profile/amzn1.account.AFWOFIKYADGJYCG3KJQ5VIIIA7QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=168&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2RUVV8IML6ZZZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Rocio K Rivas","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","July 20, 2020","United States","They are actually 5 mg, you have to take 2 gummies to achieve the 10 mg.","","NOT 10 mg","1","https://www.amazon.com/gp/profile/amzn1.account.AHXSZVW3RIDWMSWUM6RZKA6QBPGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=227&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1EP8788UWBSU3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Lauri D","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","July 28, 2019","United States","Ok, so these gummies are not my first choice for flavor, but they honestly aren't bad. They certainly do the intended job. No problem, no contact with seller","","Yep, good ones","","https://www.amazon.com/gp/profile/amzn1.account.AGV7FT6G3SCN3JUDZC3B3RVPGRYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=135&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1PJC7K7E2HBIH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Gigi","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","November 22, 2020","United States","They do a good job at putting me to sleep since I have a messed up sleep schedule. The only con is that they are delicious so I want to eat them as a snack.","","Helps me sleep quickly","","https://www.amazon.com/gp/profile/amzn1.account.AHKSYI5GUMKHOKW3TOJ4K6O6R62Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=83&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3GME08RV0HEIV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","CJ Jakubowski","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","October 23, 2020","United States ","These put me right to sleep and didn't leave me groggy in the morning, I wake up feeling refreshed","","These are great!","","https://www.amazon.com/gp/profile/amzn1.account.AHO2O7KWXUAFSAUMSYUY75AWDZJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=103&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R199WDX1OKGD4A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Love, Amira","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 19, 2018","United States","These gummies help me fall asleep within 20-30 mins. Two gummies = 10mg. I initially started with the recommended dose but in days where I’ve consumed a lot of caffeine throughout the day, I’ll take 3-4 gummies at night. These are tasty, easy to chew and swallow. I especially like the fact that they don’t stick to your teeth or gums. Even better, non-gmo, vegan and gelatin free. Just make sure that you’re in bed and your alarm is set shortly after taking these because you might fall fast asleep & forget to set your alarm. 😆","","Does the job 👍","4","https://www.amazon.com/gp/profile/amzn1.account.AEBGTB6OAHQXPCZCR2A5IO64HF3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2AMIB7PDURZ6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","JoeW","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","April 28, 2021","United States ","Not enough bang for the bucks.","","Ok product but costs too much.","","https://www.amazon.com/gp/profile/amzn1.account.AHFESREUNUTEQRUVQETSRBJAD3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=208&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2LHDRDG2G9G88/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Josh Lotts","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","May 11, 2020","United States ","Bought this for my 17 yr old daughter. She is a very active kid that can't stay out of the gym. That being said her stamina outruns her body sometimes and she was having a hard time falling asleep, making it hard for her to get the rest she needs to recover for the next days activities. I told her about the effects of melatonin and we did a little research on choices. This seemed to be the best choice for the money and the fact they are gummy's sealed the deal for her. After the first time trying it she was excited to tell me how well she slept the next morning. Good enough for me!","","This stuff works great!","","https://www.amazon.com/gp/profile/amzn1.account.AGK7N4F4I44HWDVIK6IXBV6TOZPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=267&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2YTWRO9EBFHXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","TS","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","January 21, 2020","United States","Sorry. This product didn’t work for me. I have been taking these for a few months and have experienced no improvement in my sleep.","","Didn’t Work For Me","1","https://www.amazon.com/gp/profile/amzn1.account.AEGP5RZNCAONOTCFUFG7A3BPKHKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=226&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3K7QJHDUXBNRF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Robin","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","January 12, 2021","United States","It didn't help me at all and sometimes it helped a lil but i love the way it tastes","","Taste great","","https://www.amazon.com/gp/profile/amzn1.account.AEJ6JKAU2N2HV6Q6ZAKBE5T2QJ4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=194&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R42AZ3K7DZ1GZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","a.im","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","May 03, 2022","United States ","These are my favorite melatonin gummies on the market.","","Effective and tasty","","https://www.amazon.com/gp/profile/amzn1.account.AFQVFYCAVQTNYGPQP74VQIQGLHYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=52&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3L0GA4Y6MVP5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Nessalove","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","November 20, 2018","United States ","The problem I had was the fact that the gummies seemed old and were slightly hard and extremely crusty!","","Great flavor","1","https://www.amazon.com/gp/profile/amzn1.account.AHYOKO45UVEYLCCFP62BUX6RVVBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=183&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R25YATLHOVRB6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Carolina","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","November 11, 2018","United States","Efective","","Efective","","https://www.amazon.com/gp/profile/amzn1.account.AEO277P7Z3QOH5FOJNJQDUBTQD2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=217&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1ZJ51P5LJUQ9T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","CAKe","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 25, 2022","United States","I love the taste of these, and it so much more convenient to order these then going to Walmart and there always sold out.","","Take these every night!","","https://www.amazon.com/gp/profile/amzn1.account.AHITALPEIC4R3LSG5Q7DORISYPJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=28&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/RYBXWQABR2XY9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Action Jackson","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 26, 2022","United States","The best sleep ever. You will wake up refreshed and ready to take on the world. Thank you melatonin…","","Best sleep","","https://www.amazon.com/gp/profile/amzn1.account.AGBNI24Z3YRI4SOHBENXR5WM2WWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=56&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2KEIHPUBIIN7T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Amy","","","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","September 26, 2018","United States","I am a night owl and can easily stay up till 6am which throws my life outta wack. Melatonin helps make me sleepy a lot sooner, and I love gummy candy so remembering to take these at night is easy. I have bought a LOT of melatonin gummy brands, and many of the ones sold are only 3-5mg dose which requires 2-3 gummies to get that amount in you PLUS they run around $15-22 a bottle. I need about 15mg to get sleepy, so with other brands I was eating about 9 gummy things a night and killing a bottle in just a few weeks because each night I needed 3 nights worth!! I was so excited when I spotted these at the store because they are already 10mg for just two gummy pieces, so I only need to take 3 pieces a night and since the dose is higher the bottle lasts longer. Price of these is also GREAT, $10 a bottle you really cant beat for these things. These are a softer gummy, taste good, cheap, plus work (they kick in around 30 min for me) so im veeeeery happy and will be buying these from now on vs what just happens to be on sale at the store. If you need a higher dose of melatonin give these a try.","","great if you need at least 10mg to sleep!","","https://www.amazon.com/gp/profile/amzn1.account.AFE3IG3A7MGE4Y3QHHR4SLF3QBXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=233&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3LJB84F3JU0DV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Judy N.","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","December 30, 2019","United States ","Invalid serial number NOT FOR SALE... And Amazon sent..","","Not for sale sticker on bottle","","https://www.amazon.com/gp/profile/amzn1.account.AEKZAMKRWK24IZF4YLO4BY3UA4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=221&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R38RVBRWMOCUDJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Mike J","","Verified Purchase","Style: 10mg | Size: 140 Count (Pack of 1)","B08666GMWG","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B08666GMWG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 13, 2022","United States","These seem to do what they say. That’s all I care about.","","Taste good, works well","","https://www.amazon.com/gp/profile/amzn1.account.AFWR5YMN2OYTUXPKW755NK64QLRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=246&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2BZW358BV3VJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Dave W","","Verified Purchase","Style: 5mg | Size: 90 Count (Pack of 1)","B079TD92GS","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD92GS/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","3.0","November 06, 2018","United States ","I prefer other brands as they have a more pleasing ""gummy bear"" texture and flavor. But these still work well for getting me to sleep when my mind is racing.","","Not really a fan of the flavor, but they are still effective.","2","https://www.amazon.com/gp/profile/amzn1.account.AERR4LWS3QQYDMMUXJX3TQSED3GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=167&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2F1PPWBWKXVP8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
"B079TD7HG2","Natrol Melatonin Sleep Aid Gummy, Fall Asleep Faster, Stay Asleep Longer, 2 Gummies Per Serving, Drug Free and Gelatin Free, 10mg, 90 Strawberry Flavored Gummies","4.7","2749","Michael Craig","","Verified Purchase","Style: 10mg | Size: 90 Count (Pack of 1)","B079TD7HG2","https://www.amazon.com/Natrol-Melatonin-10Mg-Gummy-Count/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 16, 2020","United States ","Taste good, nice texture","","great!!","","https://www.amazon.com/gp/profile/amzn1.account.AFLCYJ2SZ6KDAJH2VJC7XLUJC7EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B079TD7HG2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=131&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1Z8ZFT70KACKX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B079TD7HG2","B079TD7HG2"
